finalWorth,category,age,country,industries,birthYear,birthMonth,birthDay,cpi_country,gdp_country,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country
5500,Media & Entertainment,80,United States,Media & Entertainment,1942,4,15,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1600,Manufacturing,55,China,Manufacturing,1968,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
9400,Technology,44,China,Technology,1979,2,18,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
7400,Manufacturing,72,United States,Manufacturing,1951,3,31,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1600,Food & Beverage,44,United States,Food & Beverage,1978,6,1,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
4200,Technology,74,United States,Technology,1949,1,10,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
2100,Construction & Engineering,65,India,Construction & Engineering,1957,8,30,180.44,"$2,611,000,000,000 ",113,69.4,11.2,49.7,1366417754
1600,Manufacturing,59,China,Manufacturing,1963,10,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
4600,Food & Beverage,79,Algeria,Food & Beverage,1944,1,1,151.36,"$169,988,236,398 ",109.9,76.7,37.2,66.1,43053054
2600,Diversified,61,Sweden,Diversified,1961,5,5,110.51,"$530,832,908,738 ",126.6,82.5,27.9,49.1,10285453
5200,Gambling & Casinos,49,United Kingdom,Gambling & Casinos,1973,12,27,119.62,"$2,827,113,184,696 ",101.2,81.3,25.5,30.6,66834405
12900,Sports,75,United States,Sports,1947,7,29,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1200,Food & Beverage,73,United States,Food & Beverage,1949,9,20,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1800,Technology,59,China,Technology,1963,11,6,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1500,Service,43,China,Service,1980,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
3100,Media & Entertainment,53,South Korea,Media & Entertainment,1969,4,16,115.16,"$2,029,000,000,000 ",98.1,82.6,15.6,33.2,51709098
8300,Fashion & Retail,75,United States,Fashion & Retail,1948,3,19,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
3400,Food & Beverage,68,United States,Food & Beverage,1955,3,2,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
7100,Manufacturing,66,China,Manufacturing,1956,12,14,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1300,Finance & Investments,63,Germany,Finance & Investments,1959,5,8,112.85,"$3,845,630,030,824 ",104,80.9,11.5,48.8,83132799
2400,Diversified,88,Philippines,Diversified,1934,7,17,129.61,"$376,795,508,680 ",107.5,71.1,14,43.1,108116615
6300,Healthcare,85,France,Healthcare,1938,1,1,110.05,"$2,715,518,274,227 ",102.5,82.5,24.2,60.7,67059887
1200,Fashion & Retail,85,Turkey,Fashion & Retail,1938,3,16,234.44,"$754,411,708,203 ",93.2,77.4,17.9,42.3,83429615
2200,Technology,83,Germany,Technology,1940,1,17,112.85,"$3,845,630,030,824 ",104,80.9,11.5,48.8,83132799
1100,Manufacturing,63,Brazil,Manufacturing,1959,10,28,167.4,"$1,839,758,040,766 ",115.4,75.7,14.2,65.1,212559417
4100,Technology,60,United States,Technology,1963,1,26,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
9700,Manufacturing,63,Russia,Manufacturing,1960,3,24,180.75,"$1,699,876,578,871 ",102.6,72.7,11.4,46.2,144373535
5600,Logistics,52,China,Logistics,1970,12,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1700,Manufacturing,79,Netherlands,Manufacturing,1944,3,30,115.91,"$909,070,395,161 ",104.2,81.8,23,41.2,17332850
2100,Manufacturing,66,China,Manufacturing,1957,1,18,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1200,Finance & Investments,54,Armenia,Finance & Investments,1968,5,25,129.18,"$13,672,802,158 ",92.7,74.9,20.9,22.6,2957731
9600,Manufacturing,67,China,Manufacturing,1956,3,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1900,Manufacturing,71,United States,Manufacturing,1952,1,19,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1400,Food & Beverage,79,Canada,Food & Beverage,1943,7,5,116.76,"$1,736,425,629,520 ",100.9,81.9,12.8,24.5,36991981
1500,Food & Beverage,66,United States,Food & Beverage,1957,3,23,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1900,Manufacturing,66,China,Manufacturing,1956,8,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
7200,Real Estate,68,United States,Real Estate,1954,12,10,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
5400,Fashion & Retail,58,Germany,Fashion & Retail,1965,3,30,112.85,"$3,845,630,030,824 ",104,80.9,11.5,48.8,83132799
3400,Technology,72,United States,Technology,1950,11,27,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
4200,Finance & Investments,82,United States,Finance & Investments,1940,8,10,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1200,Technology,66,United States,Technology,1956,7,18,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
5200,Technology,74,United States,Technology,1948,9,10,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1600,Finance & Investments,56,United States,Finance & Investments,1966,10,17,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1100,Manufacturing,60,China,Manufacturing,1962,4,10,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
9700,Finance & Investments,59,South Korea,Finance & Investments,1963,10,1,115.16,"$2,029,000,000,000 ",98.1,82.6,15.6,33.2,51709098
1400,Diversified,93,Indonesia,Diversified,1929,5,12,151.18,"$1,119,190,780,753 ",106.4,71.5,10.2,30.1,270203917
6900,Food & Beverage,89,United States,Food & Beverage,1934,1,1,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1000,Technology,73,United States,Technology,1949,4,12,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
2300,Finance & Investments,45,China,Finance & Investments,1978,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
2100,Fashion & Retail,66,Norway,Fashion & Retail,1956,7,22,120.27,"$403,336,363,636 ",100.3,82.8,23.9,36.2,5347896
3000,Real Estate,76,United States,Real Estate,1946,11,6,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
14000,Diversified,67,United Kingdom,Diversified,1955,10,2,119.62,"$2,827,113,184,696 ",101.2,81.3,25.5,30.6,66834405
5200,Fashion & Retail,71,United Arab Emirates,Fashion & Retail,1951,9,28,114.52,"$421,142,267,938 ",108.4,77.8,0.1,15.9,9770529
1500,Technology,67,United States,Technology,1955,5,8,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
7500,Fashion & Retail,59,China,Fashion & Retail,1964,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
3200,Service,71,Germany,Service,1951,7,1,112.85,"$3,845,630,030,824 ",104,80.9,11.5,48.8,83132799
2100,Energy,64,United States,Energy,1958,4,28,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1600,Logistics,68,France,Logistics,1954,7,9,110.05,"$2,715,518,274,227 ",102.5,82.5,24.2,60.7,67059887
4900,Energy,67,United States,Energy,1955,11,9,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1100,Diversified,69,Italy,Diversified,1953,6,9,110.62,"$2,001,244,392,042 ",101.9,82.9,24.3,59.1,60297396
2100,Healthcare,78,United States,Healthcare,1944,4,25,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1400,Metals & Mining,52,China,Metals & Mining,1971,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
2700,Healthcare,59,China,Healthcare,1963,12,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
2900,Technology,49,South Korea,Technology,1973,9,20,115.16,"$2,029,000,000,000 ",98.1,82.6,15.6,33.2,51709098
1600,Metals & Mining,54,Spain,Metals & Mining,1968,10,1,110.96,"$1,394,116,310,769 ",102.7,83.3,14.2,47,47076781
2000,Technology,40,China,Technology,1983,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
6600,Technology,63,United States,Technology,1959,10,8,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1100,Finance & Investments,65,United Kingdom,Finance & Investments,1958,1,17,119.62,"$2,827,113,184,696 ",101.2,81.3,25.5,30.6,66834405
3100,Food & Beverage,90,United States,Food & Beverage,1932,6,17,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
30200,Technology,43,China,Technology,1980,2,2,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
3200,Finance & Investments,71,United States,Finance & Investments,1951,8,3,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
4300,Food & Beverage,61,United States,Food & Beverage,1961,10,27,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1200,Construction & Engineering,51,Italy,Construction & Engineering,1971,9,23,110.62,"$2,001,244,392,042 ",101.9,82.9,24.3,59.1,60297396
9000,Metals & Mining,66,Switzerland,Metals & Mining,1957,1,7,99.55,"$703,082,435,360 ",105.2,83.6,10.1,28.8,8574832
9800,Logistics,53,France,Logistics,1970,3,3,110.05,"$2,715,518,274,227 ",102.5,82.5,24.2,60.7,67059887
5700,Construction & Engineering,77,Switzerland,Construction & Engineering,1945,12,17,99.55,"$703,082,435,360 ",105.2,83.6,10.1,28.8,8574832
3100,Finance & Investments,37,United States,Finance & Investments,1985,8,4,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
13700,Logistics,78,United Kingdom,Logistics,1945,2,1,119.62,"$2,827,113,184,696 ",101.2,81.3,25.5,30.6,66834405
7500,Finance & Investments,79,United States,Finance & Investments,1944,1,6,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
2000,Metals & Mining,37,United States,Metals & Mining,1985,8,13,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
2700,Sports,61,United States,Sports,1962,2,24,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1800,Technology,77,Canada,Technology,1945,7,3,116.76,"$1,736,425,629,520 ",100.9,81.9,12.8,24.5,36991981
1400,Finance & Investments,65,United States,Finance & Investments,1957,10,27,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
2000,Technology,57,China,Technology,1965,12,26,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
5000,Fashion & Retail,50,United States,Fashion & Retail,1973,1,1,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
2900,Fashion & Retail,61,China,Fashion & Retail,1962,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
4300,Finance & Investments,63,Spain,Finance & Investments,1959,7,23,110.96,"$1,394,116,310,769 ",102.7,83.3,14.2,47,47076781
7600,Real Estate,64,Singapore,Real Estate,1959,1,1,114.41,"$372,062,527,489 ",100.6,83.1,13.1,21,5703569
3500,Technology,70,United States,Technology,1952,11,22,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1100,Healthcare,73,India,Healthcare,1949,8,22,180.44,"$2,611,000,000,000 ",113,69.4,11.2,49.7,1366417754
6700,Food & Beverage,65,China,Food & Beverage,1958,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1400,Technology,60,China,Technology,1963,1,12,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
3500,Automotive,66,India,Automotive,1956,9,28,180.44,"$2,611,000,000,000 ",113,69.4,11.2,49.7,1366417754
1000,Media & Entertainment,76,United States,Media & Entertainment,1946,12,25,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1300,Food & Beverage,44,Germany,Food & Beverage,1978,5,29,112.85,"$3,845,630,030,824 ",104,80.9,11.5,48.8,83132799
5400,Diversified,58,China,Diversified,1965,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1500,Technology,70,United States,Technology,1952,11,20,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
3700,Fashion & Retail,68,United Kingdom,Fashion & Retail,1954,10,2,119.62,"$2,827,113,184,696 ",101.2,81.3,25.5,30.6,66834405
1500,Fashion & Retail,53,Italy,Fashion & Retail,1969,7,2,110.62,"$2,001,244,392,042 ",101.9,82.9,24.3,59.1,60297396
1800,Media & Entertainment,62,United States,Media & Entertainment,1960,8,2,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
2000,Real Estate,68,United States,Real Estate,1954,4,19,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
2000,Finance & Investments,63,Israel,Finance & Investments,1960,1,29,108.15,"$395,098,666,122 ",104.9,82.8,23.1,25.3,9053300
7400,Manufacturing,70,United Kingdom,Manufacturing,1952,8,11,119.62,"$2,827,113,184,696 ",101.2,81.3,25.5,30.6,66834405
1600,Diversified,74,United States,Diversified,1949,2,14,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
6000,Technology,71,United States,Technology,1951,7,2,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1300,Sports,59,United States,Sports,1964,3,26,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
10200,Technology,41,Singapore,Technology,1982,3,19,114.41,"$372,062,527,489 ",100.6,83.1,13.1,21,5703569
1600,Finance & Investments,63,Germany,Finance & Investments,1959,11,2,112.85,"$3,845,630,030,824 ",104,80.9,11.5,48.8,83132799
3700,Real Estate,56,United Kingdom,Real Estate,1966,4,13,119.62,"$2,827,113,184,696 ",101.2,81.3,25.5,30.6,66834405
5700,Finance & Investments,56,United States,Finance & Investments,1966,8,12,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1700,Telecom,74,Russia,Telecom,1948,9,25,180.75,"$1,699,876,578,871 ",102.6,72.7,11.4,46.2,144373535
1600,Metals & Mining,49,Switzerland,Metals & Mining,1974,1,1,99.55,"$703,082,435,360 ",105.2,83.6,10.1,28.8,8574832
2600,Energy,81,United States,Energy,1941,12,18,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
2000,Energy,46,China,Energy,1976,7,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
3900,Finance & Investments,65,China,Finance & Investments,1957,12,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
22600,Healthcare,81,India,Healthcare,1941,5,11,180.44,"$2,611,000,000,000 ",113,69.4,11.2,49.7,1366417754
1900,Food & Beverage,63,United States,Food & Beverage,1960,1,1,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1400,Construction & Engineering,44,France,Construction & Engineering,1978,5,16,110.05,"$2,715,518,274,227 ",102.5,82.5,24.2,60.7,67059887
3600,Food & Beverage,60,China,Food & Beverage,1962,9,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1200,Media & Entertainment,63,Canada,Media & Entertainment,1960,1,1,116.76,"$1,736,425,629,520 ",100.9,81.9,12.8,24.5,36991981
8400,Metals & Mining,77,South Africa,Metals & Mining,1945,6,8,158.93,"$351,431,649,241 ",100.9,63.9,27.5,29.2,58558270
2000,Media & Entertainment,66,Poland,Media & Entertainment,1956,8,4,114.11,"$592,164,400,688 ",100,77.6,17.4,40.8,37970874
3200,Fashion & Retail,55,Russia,Fashion & Retail,1967,8,14,180.75,"$1,699,876,578,871 ",102.6,72.7,11.4,46.2,144373535
2500,Fashion & Retail,74,United States,Fashion & Retail,1948,5,16,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
2400,Healthcare,79,China,Healthcare,1943,10,30,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
2800,Diversified,71,India,Diversified,1951,8,30,180.44,"$2,611,000,000,000 ",113,69.4,11.2,49.7,1366417754
1600,Manufacturing,49,China,Manufacturing,1974,3,30,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
6400,Sports,62,United States,Sports,1960,4,10,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
4200,Finance & Investments,87,United States,Finance & Investments,1936,1,1,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
2100,Automotive,53,China,Automotive,1970,3,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1500,Finance & Investments,80,United States,Finance & Investments,1942,6,1,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
7200,Finance & Investments,65,United States,Finance & Investments,1957,11,25,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1700,Manufacturing,64,Finland,Manufacturing,1959,1,1,112.33,"$268,761,201,365 ",100.2,81.7,20.8,36.6,5520314
16300,Healthcare,72,China,Healthcare,1951,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1600,Manufacturing,58,China,Manufacturing,1964,4,16,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1300,Metals & Mining,62,China,Metals & Mining,1961,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
4900,Fashion & Retail,50,China,Fashion & Retail,1972,11,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
2600,Food & Beverage,69,United States,Food & Beverage,1953,9,5,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1100,Real Estate,56,Switzerland,Real Estate,1967,1,1,99.55,"$703,082,435,360 ",105.2,83.6,10.1,28.8,8574832
1200,Fashion & Retail,42,United States,Fashion & Retail,1980,10,21,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
9600,Food & Beverage,58,United States,Food & Beverage,1964,7,28,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
2200,Finance & Investments,40,United States,Finance & Investments,1983,1,25,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1000,Telecom,75,Turkey,Telecom,1947,11,14,234.44,"$754,411,708,203 ",93.2,77.4,17.9,42.3,83429615
1800,Real Estate,57,Japan,Real Estate,1965,10,29,105.48,"$5,081,769,542,380 ",98.8,84.2,11.9,46.7,126226568
3500,Finance & Investments,45,United States,Finance & Investments,1977,6,14,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
5000,Healthcare,57,Germany,Healthcare,1965,9,19,112.85,"$3,845,630,030,824 ",104,80.9,11.5,48.8,83132799
4100,Real Estate,88,United States,Real Estate,1934,4,26,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
2700,Diversified,84,Oman,Diversified,1939,1,1,113.53,"$76,983,094,928 ",103.4,77.6,2.5,27.4,5266535
2200,Healthcare,71,China,Healthcare,1951,10,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
2800,Diversified,72,India,Diversified,1950,12,30,180.44,"$2,611,000,000,000 ",113,69.4,11.2,49.7,1366417754
1100,Automotive,68,India,Automotive,1954,10,28,180.44,"$2,611,000,000,000 ",113,69.4,11.2,49.7,1366417754
3900,Manufacturing,62,China,Manufacturing,1961,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
2900,Food & Beverage,73,United States,Food & Beverage,1949,12,24,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
3800,Automotive,41,China,Automotive,1981,10,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1100,Fashion & Retail,51,China,Fashion & Retail,1971,10,9,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
47200,Diversified,60,India,Diversified,1962,6,24,180.44,"$2,611,000,000,000 ",113,69.4,11.2,49.7,1366417754
2300,Fashion & Retail,61,Germany,Fashion & Retail,1962,1,1,112.85,"$3,845,630,030,824 ",104,80.9,11.5,48.8,83132799
3200,Fashion & Retail,85,Italy,Fashion & Retail,1937,7,8,110.62,"$2,001,244,392,042 ",101.9,82.9,24.3,59.1,60297396
1700,Healthcare,78,United States,Healthcare,1945,3,30,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1100,Manufacturing,71,Germany,Manufacturing,1951,10,2,112.85,"$3,845,630,030,824 ",104,80.9,11.5,48.8,83132799
1800,Energy,75,China,Energy,1948,3,2,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1200,Finance & Investments,62,United Kingdom,Finance & Investments,1961,2,1,119.62,"$2,827,113,184,696 ",101.2,81.3,25.5,30.6,66834405
1400,Fashion & Retail,57,China,Fashion & Retail,1965,4,30,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
2500,Construction & Engineering,71,United States,Construction & Engineering,1952,3,25,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
7000,Technology,58,United States,Technology,1964,9,25,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
6700,Manufacturing,54,Switzerland,Manufacturing,1969,1,1,99.55,"$703,082,435,360 ",105.2,83.6,10.1,28.8,8574832
4700,Manufacturing,50,China,Manufacturing,1972,4,8,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
7100,Service,61,United States,Service,1961,11,16,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
7400,Fashion & Retail,59,China,Fashion & Retail,1964,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
4000,Finance & Investments,90,United States,Finance & Investments,1932,4,15,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
1500,Diversified,77,Egypt,Diversified,1945,5,21,288.57,"$303,175,127,598 ",106.3,71.8,12.5,44.4,100388073
1500,Diversified,68,Chile,Diversified,1954,4,5,131.91,"$282,318,159,745 ",101.4,80,18.2,34,18952038
3400,Fashion & Retail,58,Japan,Fashion & Retail,1965,3,11,105.48,"$5,081,769,542,380 ",98.8,84.2,11.9,46.7,126226568
1100,Technology,61,China,Technology,1962,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1100,Telecom,52,China,Telecom,1971,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
2400,Manufacturing,54,China,Manufacturing,1968,9,9,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
3300,Finance & Investments,38,United Kingdom,Finance & Investments,1984,7,21,119.62,"$2,827,113,184,696 ",101.2,81.3,25.5,30.6,66834405
3900,Finance & Investments,91,Thailand,Finance & Investments,1932,1,1,113.27,"$543,649,976,166 ",99.8,76.9,14.9,29.5,69625582
2400,Healthcare,45,Germany,Healthcare,1978,1,1,112.85,"$3,845,630,030,824 ",104,80.9,11.5,48.8,83132799
2700,Metals & Mining,72,Singapore,Metals & Mining,1950,8,18,114.41,"$372,062,527,489 ",100.6,83.1,13.1,21,5703569
76000,Technology,49,United States,Technology,1973,8,21,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
2200,Healthcare,76,Germany,Healthcare,1946,8,29,112.85,"$3,845,630,030,824 ",104,80.9,11.5,48.8,83132799
5000,Food & Beverage,64,Turkey,Food & Beverage,1959,3,23,234.44,"$754,411,708,203 ",93.2,77.4,17.9,42.3,83429615
5900,Diversified,93,Thailand,Diversified,1930,4,1,113.27,"$543,649,976,166 ",99.8,76.9,14.9,29.5,69625582
3000,Manufacturing,63,Singapore,Manufacturing,1960,2,18,114.41,"$372,062,527,489 ",100.6,83.1,13.1,21,5703569
7000,Media & Entertainment,41,United Kingdom,Media & Entertainment,1982,3,29,119.62,"$2,827,113,184,696 ",101.2,81.3,25.5,30.6,66834405
1600,Finance & Investments,69,Israel,Finance & Investments,1953,12,22,108.15,"$395,098,666,122 ",104.9,82.8,23.1,25.3,9053300
2300,Fashion & Retail,65,China,Fashion & Retail,1958,4,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1900,Technology,55,United States,Technology,1967,8,5,117.24,"$21,427,700,000,000 ",101.8,78.5,9.6,36.6,328239523
3900,Food & Beverage,79,India,Food & Beverage,1944,2,15,180.44,"$2,611,000,000,000 ",113,69.4,11.2,49.7,1366417754
1800,Finance & Investments,62,United Kingdom,Finance & Investments,1961,1,1,119.62,"$2,827,113,184,696 ",101.2,81.3,25.5,30.6,66834405
6300,Finance & Investments,66,United Kingdom,Finance & Investments,1956,6,1,119.62,"$2,827,113,184,696 ",101.2,81.3,25.5,30.6,66834405
1200,Manufacturing,66,Brazil,Manufacturing,1956,11,13,167.4,"$1,839,758,040,766 ",115.4,75.7,14.2,65.1,212559417
1500,Metals & Mining,79,Australia,Metals & Mining,1944,4,1,119.8,"$1,392,680,589,329 ",100.3,82.7,23,47.4,25766605
1400,Diversified,90,Brazil,Diversified,1932,7,20,167.4,"$1,839,758,040,766 ",115.4,75.7,14.2,65.1,212559417
1900,Diversified,73,Turkey,Diversified,1949,12,25,234.44,"$754,411,708,203 ",93.2,77.4,17.9,42.3,83429615
1400,Fashion & Retail,65,United Kingdom,Fashion & Retail,1958,2,11,119.62,"$2,827,113,184,696 ",101.2,81.3,25.5,30.6,66834405
7700,Food & Beverage,55,France,Food & Beverage,1967,6,5,110.05,"$2,715,518,274,227 ",102.5,82.5,24.2,60.7,67059887
1200,Energy,59,China,Energy,1964,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1200,Food & Beverage,58,China,Food & Beverage,1965,1,24,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
1100,Food & Beverage,54,China,Food & Beverage,1969,1,1,125.08,"$19,910,000,000,000 ",100.2,77,9.4,59.2,1397715000
